entryId,ruleId,Disk Read,Disk Write,Disk Execute,File Read,File Write,File Execute,conditionMatchType
{ae40741a-cc96-42b7-9dab-f5ba59adef8a},{b8615f3d-a41e-4c70-a70a-88e7b7aa7768},0.0,0.0,0.0,0.0,1.0,0.0,
{ad2f69df-e6c5-4cd7-a2bf-bf7ef8c6c2b5},{f745aeec-3233-4ca5-961c-2e8b55510784},False,True,False,False,False,False,
{1ecfdafb-9b7f-4b66-b3c5-f1d872b0961d},{5038638c-9352-47bb-88df-8a659f0c02a7},False,False,False,True,False,True,MatchAll
{2925ecd8-40dc-42bb-a972-da0de839dd4f},{5038638c-9352-47bb-88df-8a659f0c02a7},True,True,True,True,True,True,
{9f421985-127d-4819-ae64-84b4d526e6d5},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},False,False,False,True,False,True,MatchAll
{49eb971a-8ef5-4db0-a790-27163447d5c3},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},False,False,False,False,True,False,MatchAll
{cf378fd0-ef21-4a17-b101-20ad0909e91a},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},False,True,False,False,False,False,MatchAll
{94325d58-0a7b-4ef6-868f-765a0673777e},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},True,False,True,True,False,True,
{11ba2408-3ad9-4a8e-9d57-c069eff74d00},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},False,True,True,False,True,True,
{0ee3bb3f-7fe7-48fa-972d-6eefd85d66e9},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},True,True,True,True,True,True,
{bf1b0973-7ea6-4a31-a7c3-5022baa9ea1a},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},True,True,True,False,False,False,
{3d15f184-1f3b-4a32-b5b6-47b560b0c44b},{3984f1f4-7f66-4848-96de-491e2d038b07},False,False,False,True,False,True,MatchAll
{61e73502-ce08-4dab-80a3-d5847d21b651},{3984f1f4-7f66-4848-96de-491e2d038b07},True,False,True,True,False,True,
{69ae539b-66f7-4b3a-aaec-53982d2b5254},{3984f1f4-7f66-4848-96de-491e2d038b07},False,True,True,False,True,True,
{ac0c096f-f612-4c5d-a191-d39ea0093eea},{3984f1f4-7f66-4848-96de-491e2d038b07},True,True,True,True,True,True,
{2c03a431-ac9a-4cdb-b260-7dac59550a37},{3984f1f4-7f66-4848-96de-491e2d038b07},True,True,True,False,False,False,
{93cb364e-7a89-432b-8ec3-3c33096ca962},{7988d6d0-8854-4cad-98de-e4e22e65e058},False,False,False,False,True,False,
{f577a950-ce74-4153-90fd-c79d3bf0eb3d},{466faba8-dddf-4ae5-9871-dabbb600d4f3},True,False,False,False,False,False,MatchAll
{428e439f-d8ee-4314-9a8a-92685c4d961c},{466faba8-dddf-4ae5-9871-dabbb600d4f3},True,False,False,False,False,False,MatchAll
{a3886e5f-093f-4e9c-812f-d7334d5ee052},{466faba8-dddf-4ae5-9871-dabbb600d4f3},True,False,False,False,False,False,MatchAll
{4565ab13-0d58-4a7c-8399-5b65f470ecae},{466faba8-dddf-4ae5-9871-dabbb600d4f3},True,False,False,False,False,False,MatchAll
{f7cd79af-e330-4fea-9345-467d9bb51131},{466faba8-dddf-4ae5-9871-dabbb600d4f3},True,False,False,False,False,False,MatchAll
{e8e9077f-5111-4a7d-ade6-723c08fd7797},{466faba8-dddf-4ae5-9871-dabbb600d4f3},True,False,False,False,False,False,MatchAll
{a3421c37-ac07-4085-9bbd-ec9b4ebbd60e},{466faba8-dddf-4ae5-9871-dabbb600d4f3},True,False,False,False,False,False,MatchAll
{e2f263f2-c597-406d-a5f7-9d91909a32c6},{466faba8-dddf-4ae5-9871-dabbb600d4f3},True,False,False,False,False,False,MatchAll
{170070b1-b68d-4175-9cd4-753a76197496},{466faba8-dddf-4ae5-9871-dabbb600d4f3},True,True,True,False,False,False,
{ca86bec9-ba43-4849-a632-e59e5e5c207b},{466faba8-dddf-4ae5-9871-dabbb600d4f3},True,True,True,False,False,False,
{bdd26ee1-4d28-487a-9931-6322ae9e3f91},{540efb7f-1836-4956-8888-5d41d981d6ba},True,False,False,False,False,False,MatchAll
{92237bd0-84bf-4d1a-81c0-2507d6274532},{540efb7f-1836-4956-8888-5d41d981d6ba},True,False,False,False,False,False,MatchAll
{cd7fb4ed-fe8d-4122-949e-3c8306152978},{540efb7f-1836-4956-8888-5d41d981d6ba},True,False,False,False,False,False,MatchAll
{84a53752-fbdc-4e39-b15c-8787130bc6d6},{540efb7f-1836-4956-8888-5d41d981d6ba},True,False,False,False,False,False,MatchAll
{873026a4-0c93-4061-b784-b1f7bb43b891},{540efb7f-1836-4956-8888-5d41d981d6ba},True,False,False,False,False,False,MatchAll
{77073a70-eacd-4008-b031-9bdce7cb65be},{540efb7f-1836-4956-8888-5d41d981d6ba},True,False,False,False,False,False,MatchAll
{d3255814-cacb-4a78-8cf7-5195db00b049},{540efb7f-1836-4956-8888-5d41d981d6ba},True,True,True,False,False,False,
{5bdd9755-6e5a-4692-ba71-d597b709d2dd},{540efb7f-1836-4956-8888-5d41d981d6ba},True,True,True,False,False,False,
{9ca73bfa-4ee9-4b2d-acfd-5a2106a83d05},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},True,False,False,False,False,False,MatchAll
{927520b9-d12e-4d68-b7e0-d3c0e639a341},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},True,False,False,False,False,False,MatchAll
