,entryId,ruleId,Read,Write,Execute,conditionMatchType
0,27c79875-25d2-4765-aec2-cb2d1000613f,f7e75634-7eec-4e67-bec5-5e7750cb9e02,1.0,0.0,0.0,
1,b280c2bf-ca5d-46a1-afc9-7e34d8098ca7,f7e75634-7eec-4e67-bec5-5e7750cb9e02,True,False,False,
2,6b9cf286-ec70-4463-bfaf-29f32bb5f0dc,f3520ea7-fd1b-4237-8ebc-96911db44f8e,True,True,True,
3,0B77527F-ED25-4136-93CC-F604E847DAC4,2275E5E3-44D4-429E-A8BF-F73B390CBF46,True,True,True,
