entryId,ruleId,Download files,Send files,conditionMatchType
803B32D7-639A-4A05-BFFB-E8998AA3304B,772cef80-229f-48b4-bd17-a6913009248d,1.0,1.0,
5AC7FBBF-5D96-4440-A5C2-87AB9055B45F,772cef80-229f-48b4-bd17-a6913009248d,True,True,
477C626F-510E-4881-B475-592CF6E501AF,3C094B7B-DB94-4F17-86B8-3AA1D6547C58,True,True,
