,groupId,ruleId,type
0,{9b28fae8-72f7-4267-a1a5-685f747a7146},{b8615f3d-a41e-4c70-a70a-88e7b7aa7768},included
1,{9b28fae8-72f7-4267-a1a5-685f747a7146},{f745aeec-3233-4ca5-961c-2e8b55510784},included
2,{9b28fae8-72f7-4267-a1a5-685f747a7146},{5038638c-9352-47bb-88df-8a659f0c02a7},included
3,{e5f619a7-5c58-4927-90cd-75da2348a30f},{5038638c-9352-47bb-88df-8a659f0c02a7},entries
4,{65fa649a-a111-4912-9294-fb6337a25038},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},included
5,{e5f619a7-5c58-4927-90cd-75da2348a30f},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},entries
6,{9b28fae8-72f7-4267-a1a5-685f747a7146},{3984f1f4-7f66-4848-96de-491e2d038b07},included
7,{65fa649a-a111-4912-9294-fb6337a25038},{3984f1f4-7f66-4848-96de-491e2d038b07},excluded
8,{e5f619a7-5c58-4927-90cd-75da2348a30f},{3984f1f4-7f66-4848-96de-491e2d038b07},entries
9,{9b28fae8-72f7-4267-a1a5-685f747a7146},{7988d6d0-8854-4cad-98de-e4e22e65e058},included
10,{fb4ad01e-f41a-46c6-9ac1-268efa0ea083},{466faba8-dddf-4ae5-9871-dabbb600d4f3},included
11,{7f191817-c305-451d-812a-1c4b03ebcec8},{466faba8-dddf-4ae5-9871-dabbb600d4f3},excluded
12,{1653593b-5b92-47e6-975a-c43ffa9cd28d},{466faba8-dddf-4ae5-9871-dabbb600d4f3},excluded
13,{d2887bd4-a916-4011-a385-83c6b15df529},{466faba8-dddf-4ae5-9871-dabbb600d4f3},excluded
14,{7f191817-c305-451d-812a-1c4b03ebcec8},{540efb7f-1836-4956-8888-5d41d981d6ba},included
15,{d2887bd4-a916-4011-a385-83c6b15df529},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},included
16,{65fa649a-a111-4912-9294-fb6337a25038},{36ae1037-a639-4cff-946b-b36c53089a4c},included
17,{9b28fae8-72f7-4267-a1a5-685f747a7146},{c544a991-5786-4402-949e-a032cb790d0e},included
18,{65fa649a-a111-4912-9294-fb6337a25038},{c544a991-5786-4402-949e-a032cb790d0e},excluded
19,{65fa649a-a111-4912-9294-fb6337a25038},{23b8e437-66ac-4b32-b3d7-24044637fc98},included
20,{9b28fae8-72f7-4267-a1a5-685f747a7146},{b58ab853-9a6f-405c-a194-740e69422b48},included
21,{65fa649a-a111-4912-9294-fb6337a25038},{b58ab853-9a6f-405c-a194-740e69422b48},excluded
22,{9b28fae8-72f7-4267-a1a5-685f747a7146},{83c390b6-b01e-4d83-8834-c8015a2316f2},included
23,{65fa649a-a111-4912-9294-fb6337a25038},{83c390b6-b01e-4d83-8834-c8015a2316f2},excluded
24,{9b28fae8-72f7-4267-a1a5-685f747a7146},{d2193a7f-ceec-4729-a72a-fe949639db55},included
25,{9b28fae8-72f7-4267-a1a5-685f747a7146},{b11f0734-8029-4c90-aff0-95dfc0354584},included
26,{65fa649a-a111-4912-9294-fb6337a25038},{b2061588-029e-427d-8404-6dfec096a571},included
27,{9b28fae8-72f7-4267-a1a5-685f747a7146},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},included
28,{9b28fae8-72f7-4267-a1a5-685f747a7146},{b8615f3d-a41e-4c70-a70a-88e7b7aa7768},included
29,{9b28fae8-72f7-4267-a1a5-685f747a7146},{b8615f3d-a41e-4c70-a70a-88e7b7aa7768},included
30,{65fa649a-a111-4912-9294-fb6337a25038},{36ae1037-a639-4cff-946b-b36c53089a4c},included
31,{9b28fae8-72f7-4267-a1a5-685f747a7146},{b58ab853-9a6f-405c-a194-740e69422b48},included
32,{65fa649a-a111-4912-9294-fb6337a25038},{b58ab853-9a6f-405c-a194-740e69422b48},excluded
33,{9b28fae8-72f7-4267-a1a5-685f747a7146},{3984f1f4-7f66-4848-96de-491e2d038b07},included
34,{65fa649a-a111-4912-9294-fb6337a25038},{3984f1f4-7f66-4848-96de-491e2d038b07},excluded
35,{e5f619a7-5c58-4927-90cd-75da2348a30f},{3984f1f4-7f66-4848-96de-491e2d038b07},entries
36,{65fa649a-a111-4912-9294-fb6337a25038},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},included
37,{e5f619a7-5c58-4927-90cd-75da2348a30f},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},entries
38,{9b28fae8-72f7-4267-a1a5-685f747a7146},{5038638c-9352-47bb-88df-8a659f0c02a7},included
39,{e5f619a7-5c58-4927-90cd-75da2348a30f},{5038638c-9352-47bb-88df-8a659f0c02a7},entries
40,{9b28fae8-72f7-4267-a1a5-685f747a7146},{d2193a7f-ceec-4729-a72a-fe949639db55},included
41,{65fa649a-a111-4912-9294-fb6337a25038},{23b8e437-66ac-4b32-b3d7-24044637fc98},included
42,{9b28fae8-72f7-4267-a1a5-685f747a7146},{c544a991-5786-4402-949e-a032cb790d0e},included
43,{65fa649a-a111-4912-9294-fb6337a25038},{c544a991-5786-4402-949e-a032cb790d0e},excluded
44,{9b28fae8-72f7-4267-a1a5-685f747a7146},{83c390b6-b01e-4d83-8834-c8015a2316f2},included
45,{65fa649a-a111-4912-9294-fb6337a25038},{83c390b6-b01e-4d83-8834-c8015a2316f2},excluded
46,{9b28fae8-72f7-4267-a1a5-685f747a7146},{7988d6d0-8854-4cad-98de-e4e22e65e058},included
47,{65fa649a-a111-4912-9294-fb6337a25038},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},included
48,{e5f619a7-5c58-4927-90cd-75da2348a30f},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},entries
49,{9b28fae8-72f7-4267-a1a5-685f747a7146},{3984f1f4-7f66-4848-96de-491e2d038b07},included
50,{65fa649a-a111-4912-9294-fb6337a25038},{3984f1f4-7f66-4848-96de-491e2d038b07},excluded
