,groupId,ruleId,type
51,{e5f619a7-5c58-4927-90cd-75da2348a30f},{3984f1f4-7f66-4848-96de-491e2d038b07},entries
52,{9b28fae8-72f7-4267-a1a5-685f747a7146},{5038638c-9352-47bb-88df-8a659f0c02a7},included
53,{e5f619a7-5c58-4927-90cd-75da2348a30f},{5038638c-9352-47bb-88df-8a659f0c02a7},entries
54,{9b28fae8-72f7-4267-a1a5-685f747a7146},{7988d6d0-8854-4cad-98de-e4e22e65e058},included
55,{d2887bd4-a916-4011-a385-83c6b15df529},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},included
56,{7f191817-c305-451d-812a-1c4b03ebcec8},{540efb7f-1836-4956-8888-5d41d981d6ba},included
57,{fb4ad01e-f41a-46c6-9ac1-268efa0ea083},{466faba8-dddf-4ae5-9871-dabbb600d4f3},included
58,{7f191817-c305-451d-812a-1c4b03ebcec8},{466faba8-dddf-4ae5-9871-dabbb600d4f3},excluded
59,{1653593b-5b92-47e6-975a-c43ffa9cd28d},{466faba8-dddf-4ae5-9871-dabbb600d4f3},excluded
60,{d2887bd4-a916-4011-a385-83c6b15df529},{466faba8-dddf-4ae5-9871-dabbb600d4f3},excluded
61,{65fa649a-a111-4912-9294-fb6337a25038},{36ae1037-a639-4cff-946b-b36c53089a4c},included
62,{9b28fae8-72f7-4267-a1a5-685f747a7146},{c544a991-5786-4402-949e-a032cb790d0e},included
63,{65fa649a-a111-4912-9294-fb6337a25038},{c544a991-5786-4402-949e-a032cb790d0e},excluded
64,{9b28fae8-72f7-4267-a1a5-685f747a7146},{464157c1-2c89-4fe2-b596-ec4919828b2d},included
65,{fa78280d-2d8e-4027-b0bb-62ab5c2bba7f},{23b8e437-66ac-4b32-b3d7-24044637fc98},included
66,{9b28fae8-72f7-4267-a1a5-685f747a7146},{b58ab853-9a6f-405c-a194-740e69422b48},included
67,{fa78280d-2d8e-4027-b0bb-62ab5c2bba7f},{b58ab853-9a6f-405c-a194-740e69422b48},excluded
68,{9b28fae8-72f7-4267-a1a5-685f747a7146},{d2193a7f-ceec-4729-a72a-fe949639db55},included
69,{9b28fae8-72f7-4267-a1a5-685f747a7146},{d2193a7f-ceec-4729-a72a-fe949639db55},included
70,{9b28fae8-72f7-4267-a1a5-685f747a7146},{83c390b6-b01e-4d83-8834-c8015a2316f2},included
71,{65fa649a-a111-4912-9294-fb6337a25038},{83c390b6-b01e-4d83-8834-c8015a2316f2},excluded
72,{9b28fae8-72f7-4267-a1a5-685f747a7146},{4dd8a057-9c58-4a86-8fc2-0d7989d7ce6c},included
73,{9b28fae8-72f7-4267-a1a5-685f747a7146},{1ac9b9f0-8cae-4c37-bd55-0ac6537d8543},included
74,{d8819053-24f4-444a-a0fb-9ce5a9e97862},{d8e6f56c-f4c1-4875-ac45-51ad75d4580e},included
75,{368a2c82-17be-4137-bffa-370bbdff9672},{a054bbcf-3454-4b95-9058-f7ed00deeee9},included
76,{d8819053-24f4-444a-a0fb-9ce5a9e97862},{7beca8fe-313a-46f2-a090-399eb3d74318},included
77,{368a2c82-17be-4137-bffa-370bbdff9672},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
78,{368a2c82-17be-4137-bffa-370bbdff9672},{a054bbcf-3454-4b95-9058-f7ed00deeee9},included
79,{23c24566-98a5-4218-8802-59614513b97e},{b2b9cfc0-799d-457c-babc-da617d9a8b83},included
80,{d8819053-24f4-444a-a0fb-9ce5a9e97862},{7beca8fe-313a-46f2-a090-399eb3d74318},included
81,{368a2c82-17be-4137-bffa-370bbdff9672},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
82,{23c24566-98a5-4218-8802-59614513b97e},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
83,{368a2c82-17be-4137-bffa-370bbdff9672},{a054bbcf-3454-4b95-9058-f7ed00deeee9},included
84,{23c24566-98a5-4218-8802-59614513b97e},{b2b9cfc0-799d-457c-babc-da617d9a8b83},included
85,{d8819053-24f4-444a-a0fb-9ce5a9e97862},{7beca8fe-313a-46f2-a090-399eb3d74318},included
86,{368a2c82-17be-4137-bffa-370bbdff9672},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
87,{23c24566-98a5-4218-8802-59614513b97e},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
88,{368a2c82-17be-4137-bffa-370bbdff9672},{a054bbcf-3454-4b95-9058-f7ed00deeee9},included
89,{940973b7-dacd-4d2f-88f9-1141e20a3b7c},{a054bbcf-3454-4b95-9058-f7ed00deeee9},entries
90,{23c24566-98a5-4218-8802-59614513b97e},{b2b9cfc0-799d-457c-babc-da617d9a8b83},included
91,{d8819053-24f4-444a-a0fb-9ce5a9e97862},{7beca8fe-313a-46f2-a090-399eb3d74318},included
92,{368a2c82-17be-4137-bffa-370bbdff9672},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
93,{23c24566-98a5-4218-8802-59614513b97e},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
94,{d8819053-24f4-444a-a0fb-9ce5a9e97862},{d8e6f56c-f4c1-4875-ac45-51ad75d4580e},included
95,{d8819053-24f4-444a-a0fb-9ce5a9e97862},{7beca8fe-313a-46f2-a090-399eb3d74318},included
96,{368a2c82-17be-4137-bffa-370bbdff9672},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
97,{368a2c82-17be-4137-bffa-370bbdff9672},{a054bbcf-3454-4b95-9058-f7ed00deeee9},included
98,{d8819053-24f4-444a-a0fb-9ce5a9e97862},{7beca8fe-313a-46f2-a090-399eb3d74318},included
99,{368a2c82-17be-4137-bffa-370bbdff9672},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
100,{23c24566-98a5-4218-8802-59614513b97e},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
101,{368a2c82-17be-4137-bffa-370bbdff9672},{a054bbcf-3454-4b95-9058-f7ed00deeee9},included
102,{23c24566-98a5-4218-8802-59614513b97e},{b2b9cfc0-799d-457c-babc-da617d9a8b83},included
103,{d8819053-24f4-444a-a0fb-9ce5a9e97862},{7beca8fe-313a-46f2-a090-399eb3d74318},included
104,{368a2c82-17be-4137-bffa-370bbdff9672},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
105,{23c24566-98a5-4218-8802-59614513b97e},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
106,{368a2c82-17be-4137-bffa-370bbdff9672},{a054bbcf-3454-4b95-9058-f7ed00deeee9},included
107,{23c24566-98a5-4218-8802-59614513b97e},{b2b9cfc0-799d-457c-babc-da617d9a8b83},included
108,{d8819053-24f4-444a-a0fb-9ce5a9e97862},{7beca8fe-313a-46f2-a090-399eb3d74318},included
109,{368a2c82-17be-4137-bffa-370bbdff9672},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
110,{23c24566-98a5-4218-8802-59614513b97e},{7beca8fe-313a-46f2-a090-399eb3d74318},excluded
111,{368a2c82-17be-4137-bffa-370bbdff9672},{a054bbcf-3454-4b95-9058-f7ed00deeee9},included
112,{940973b7-dacd-4d2f-88f9-1141e20a3b7c},{a054bbcf-3454-4b95-9058-f7ed00deeee9},entries
113,{23c24566-98a5-4218-8802-59614513b97e},{b2b9cfc0-799d-457c-babc-da617d9a8b83},included
114,{257e3e1e-790c-4e29-ae2c-45a5f3363201},{b4bf3ecb-cea9-450d-a3fa-fec9a73edc08},included
115,{83d4b74a-af7c-4399-812c-fb9037e2c2b7},{b4bf3ecb-cea9-450d-a3fa-fec9a73edc08},entries
116,{090b8e1d-5c7b-4f69-a4f2-fb76fa0535fc},{47420f70-ef17-467e-a982-ab4c3abde16e},included
117,{257e3e1e-790c-4e29-ae2c-45a5f3363201},{47420f70-ef17-467e-a982-ab4c3abde16e},excluded
118,{e5170dfb-19a9-4466-8109-d36c9c912b4e},{f5877f47-78ab-4f33-94e4-c44f18ec6dca},included
119,{05b56e90-e682-48ff-a6c0-5602c9638182},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},included
120,{83d4b74a-af7c-4399-812c-fb9037e2c2b7},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},entries
121,{d633d17d-d1d1-4c73-aa27-c545c343b6d7},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},entries
122,{090b8e1d-5c7b-4f69-a4f2-fb76fa0535fc},{e6ccf2cb-20d6-4478-bf2d-66f247ced6f3},included
123,{e5170dfb-19a9-4466-8109-d36c9c912b4e},{e6ccf2cb-20d6-4478-bf2d-66f247ced6f3},excluded
124,{05b56e90-e682-48ff-a6c0-5602c9638182},{e6ccf2cb-20d6-4478-bf2d-66f247ced6f3},excluded
125,{e5170dfb-19a9-4466-8109-d36c9c912b4e},{f5877f47-78ab-4f33-94e4-c44f18ec6dca},included
126,{05b56e90-e682-48ff-a6c0-5602c9638182},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},included
127,{83d4b74a-af7c-4399-812c-fb9037e2c2b7},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},entries
128,{d633d17d-d1d1-4c73-aa27-c545c343b6d7},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},entries
129,{090b8e1d-5c7b-4f69-a4f2-fb76fa0535fc},{2f746a4d-4ae1-4bc0-aaef-136d12518fd4},included
130,{05b56e90-e682-48ff-a6c0-5602c9638182},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},included
131,{83d4b74a-af7c-4399-812c-fb9037e2c2b7},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},entries
132,{d633d17d-d1d1-4c73-aa27-c545c343b6d7},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},entries
133,{e5170dfb-19a9-4466-8109-d36c9c912b4e},{07fb98fd-f25b-4aec-bb99-69d4abd4ec4d},included
134,{e5170dfb-19a9-4466-8109-d36c9c912b4e},{f5877f47-78ab-4f33-94e4-c44f18ec6dca},included
135,{05b56e90-e682-48ff-a6c0-5602c9638182},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},included
136,{83d4b74a-af7c-4399-812c-fb9037e2c2b7},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},entries
137,{d633d17d-d1d1-4c73-aa27-c545c343b6d7},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},entries
138,{e5170dfb-19a9-4466-8109-d36c9c912b4e},{f5877f47-78ab-4f33-94e4-c44f18ec6dca},included
139,{257e3e1e-790c-4e29-ae2c-45a5f3363201},{b4bf3ecb-cea9-450d-a3fa-fec9a73edc08},included
140,{83d4b74a-af7c-4399-812c-fb9037e2c2b7},{b4bf3ecb-cea9-450d-a3fa-fec9a73edc08},entries
141,{090b8e1d-5c7b-4f69-a4f2-fb76fa0535fc},{e6ccf2cb-20d6-4478-bf2d-66f247ced6f3},included
142,{e5170dfb-19a9-4466-8109-d36c9c912b4e},{e6ccf2cb-20d6-4478-bf2d-66f247ced6f3},excluded
143,{05b56e90-e682-48ff-a6c0-5602c9638182},{e6ccf2cb-20d6-4478-bf2d-66f247ced6f3},excluded
144,{090b8e1d-5c7b-4f69-a4f2-fb76fa0535fc},{2751c448-6e6b-4c2c-81c1-c8ae02911bd5},included
145,{090b8e1d-5c7b-4f69-a4f2-fb76fa0535fc},{e6ccf2cb-20d6-4478-bf2d-66f247ced6f3},included
146,{e5170dfb-19a9-4466-8109-d36c9c912b4e},{e6ccf2cb-20d6-4478-bf2d-66f247ced6f3},excluded
147,{05b56e90-e682-48ff-a6c0-5602c9638182},{e6ccf2cb-20d6-4478-bf2d-66f247ced6f3},excluded
148,{090b8e1d-5c7b-4f69-a4f2-fb76fa0535fc},{47420f70-ef17-467e-a982-ab4c3abde16e},included
149,{257e3e1e-790c-4e29-ae2c-45a5f3363201},{47420f70-ef17-467e-a982-ab4c3abde16e},excluded
150,{05b56e90-e682-48ff-a6c0-5602c9638182},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},included
151,{83d4b74a-af7c-4399-812c-fb9037e2c2b7},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},entries
152,{d633d17d-d1d1-4c73-aa27-c545c343b6d7},{f7e75634-7eec-4e67-bec5-5e7750cb9e02},entries
153,9b28fae8-72f7-4267-a1a5-685f747a7146,f745aeec-3233-4ca5-961c-2e8b55510784,included
154,9b28fae8-72f7-4267-a1a5-685f747a7146,f7e75634-7eec-4e67-bec5-5e7750cb9e02,included
155,65fa649a-a111-4912-9294-fb6337a25038,36ae1037-a639-4cff-946b-b36c53089a4c,included
156,9b28fae8-72f7-4267-a1a5-685f747a7146,c544a991-5786-4402-949e-a032cb790d0e,included
157,65fa649a-a111-4912-9294-fb6337a25038,c544a991-5786-4402-949e-a032cb790d0e,excluded
158,3f082cd3-f701-4c21-9a6a-ed115c28e217,772cef80-229f-48b4-bd17-a6913009298e,included
159,94b5df10-bd2f-4b19-8a9f-539520b9d6ff,2e18a6b9-eb30-440a-a6aa-1f930b443baf,included
160,3778B4FD-A98B-4374-9EFE-859B98446E7D,2275E5E3-44D4-429E-A8BF-F73B390CBF46,included
161,3f082cd3-f701-4c21-9a6a-ed115c28e417,772cef80-229f-48b4-bd17-a6913009248d,included
162,1A783D32-C6A3-4F5F-9D47-271B12130DFD,772cef80-229f-48b4-bd17-a6913009248d,excluded
163,1A783D32-C6A3-4F5F-9D47-271B12130DFD,3C094B7B-DB94-4F17-86B8-3AA1D6547C58,included
164,519a2e50-3bb7-49b7-9ae0-6feb415d58ca,69a4a010-acb1-4573-8a58-50cf4ee7bc7f,included
165,3f082cd3-f701-4c21-9a6a-ed115c28e41D,772cef80-229f-48b4-bd17-a6913009249d,included
166,3f082cd3-f701-4c21-9a6a-ed115c28e211,772cef80-229f-48b4-bd17-a69130092981,included
167,3778B4FD-A98B-4374-9EFE-859B98446E7D,350C4528-DE48-4E73-9298-0C9823CA1064,included
168,3D2A9EF0-E587-4B90-A60F-C9BD6F9D2BB4,D861EEB3-9201-45F4-AC63-F823D4957D59,included
169,3f082cd3-f701-4c21-9a6a-ed115c28e211,772cef80-229f-48b4-bd17-a69130092981,included
170,3f082cd3-f701-4c21-9a6a-ed115c28e212,772cef80-229f-48b4-bd17-a69130092981,excluded
